# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_dmeff          13:T_dmeff               14:Vrel_dmeff            15:dkappa_dmeff          16:dkappaT_dmeff         17:cdmeff2               18:(.)rho_lambda         19:(.)rho_ur             20:(.)rho_crit           21:(.)rho_tot            22:(.)p_tot              23:(.)p_tot_prime        24:gr.fac. D             25:gr.fac. f          
       5.846854772161e+08       2.211305439892e-15       7.928213326522e-04       7.374755114560e+11       1.415848715692e+04       2.421556150175e-05       8.278261834162e+12       4.577354734808e-04       3.215646510983e+23       5.121762716761e+17       2.223952547443e+04       2.604470828310e+18       1.593559466909e+09       0.000000000000e+00       9.715646496242e+07       5.011147289991e+07       2.270358140841e-04       3.892252110638e-08       2.223023622519e+23       5.438701299973e+23       5.438701299973e+23       1.812890044501e+23      -9.146538182277e+26       1.408402864480e-04       7.969091448507e-02 
       5.784343613972e+08       2.259358621687e-15       8.013893075258e-04       7.217905166390e+11       1.415848714835e+04       2.447725804130e-05       8.189755486168e+12       4.626821928234e-04       3.080316985809e+23       4.959236116647e+17       2.153380858292e+04       2.521824323146e+18       1.576522059301e+09       0.000000000000e+00       9.356920186674e+07       4.826123022719e+07       2.246565260978e-04       3.892252110638e-08       2.129468335812e+23       5.209815499100e+23       5.209815499100e+23       1.736595107207e+23      -8.667935109725e+26       1.409609297498e-04       7.962280033905e-02 
       5.722500788596e+08       2.308456032979e-15       8.100498762360e-04       7.064391183048e+11       1.415848713969e+04       2.474178272403e-05       8.102195396381e+12       4.676823709707e-04       2.950682763375e+23       4.801866900271e+17       2.085048588915e+04       2.441800402478e+18       1.559666805693e+09       0.000000000000e+00       9.011438962192e+07       4.647930320620e+07       2.223008685547e-04       3.892252110638e-08       2.039850295466e+23       4.990562278712e+23       4.990562278712e+23       1.663511019614e+23      -8.214375493138e+26       1.410815731894e-04       7.955480366571e-02 
       5.661319150608e+08       2.358620361293e-15       8.188040374080e-04       6.914142213503e+11       1.415848713094e+04       2.500916611354e-05       8.015571447960e+12       4.727365856313e-04       2.826504158562e+23       4.649491410687e+17       2.018884676807e+04       2.364315845009e+18       1.542991758649e+09       0.000000000000e+00       8.678713780859e+07       4.476316945082e+07       2.199687569065e-04       3.892252110638e-08       1.954003803643e+23       4.780536254855e+23       4.780536254855e+23       1.593502654068e+23      -7.784548904776e+26       1.412022167683e-04       7.948692417276e-02 
       5.600791630977e+08       2.409874797059e-15       8.276528042188e-04       6.767088815752e+11       1.415848712209e+04       2.527943910376e-05       7.929873632229e+12       4.778454207899e-04       2.707551573328e+23       4.501951184202e+17       1.954820314460e+04       2.289290070264e+18       1.526494991444e+09       0.000000000000e+00       8.358273656963e+07       4.311039970556e+07       2.176598731305e-04       3.892252110638e-08       1.871770135847e+23       4.579349104027e+23       4.579349104027e+23       1.526440569725e+23      -7.377213486552e+26       1.413228604882e-04       7.941916157525e-02 
       5.540911236253e+08       2.462243025879e-15       8.365972007596e-04       6.623163024715e+11       1.415848711315e+04       2.555263292247e-05       7.845092047516e+12       4.830094667134e-04       2.593605072197e+23       4.359092785578e+17       1.892788877802e+04       2.216645054794e+18       1.510174598048e+09       0.000000000000e+00       8.049664995159e+07       4.151865441114e+07       2.153741003853e-04       3.892252110638e-08       1.792997247455e+23       4.386628845195e+23       4.386628845195e+23       1.462200773217e+23      -6.991192362036e+26       1.414435043508e-04       7.935151558402e-02 
       5.481671047754e+08       2.515749249064e-15       8.456382565782e-04       6.482298320833e+11       1.415848710411e+04       2.582877913493e-05       7.761216898016e+12       4.882293200509e-04       2.484453975610e+23       4.220767648472e+17       1.832725856914e+04       2.146305251032e+18       1.494028692797e+09       0.000000000000e+00       7.752450947942e+07       3.998568039048e+07       2.131112909781e-04       3.892252110638e-08       1.717539492597e+23       4.202019152027e+23       4.202019152027e+23       1.400664489402e+23      -6.625370236224e+26       1.415641483577e-04       7.928398591156e-02 
       5.423064220768e+08       2.570418201711e-15       8.547770212317e-04       6.344429599318e+11       1.415848709497e+04       2.610790964753e-05       7.678238492651e+12       4.935055839246e-04       2.379896470397e+23       4.086831920929e+17       1.774568788940e+04       2.078197508728e+18       1.478055410108e+09       0.000000000000e+00       7.466210797029e+07       3.850930765802e+07       2.108711454746e-04       3.892252110638e-08       1.645257354866e+23       4.025178694070e+23       4.025178694070e+23       1.341717941754e+23      -6.278690173210e+26       1.416847925106e-04       7.921657227617e-02 
       5.365083983765e+08       2.626275145987e-15       8.640145460959e-04       6.209493140066e+11       1.415848708573e+04       2.639005671148e-05       7.596147243957e+12       4.988388679415e-04       2.279739236634e+23       3.957146315781e+17       1.718257193131e+04       2.012250998876e+18       1.462252904448e+09       0.000000000000e+00       7.190539358503e+07       3.708744635148e+07       2.086535629895e-04       3.892252110638e-08       1.576017189362e+23       3.855780505652e+23       3.855780505652e+23       1.285252141999e+23      -5.950150542486e+26       1.418054368113e-04       7.914927439122e-02 
       5.307723637609e+08       2.683345898088e-15       8.733518989175e-04       6.077426578203e+11       1.415848707639e+04       2.667525292650e-05       7.514933666973e+12       5.042297883122e-04       2.183797090207e+23       3.831575965802e+17       1.663732507947e+04       1.948397140057e+18       1.446619349963e+09       0.000000000000e+00       6.925046408685e+07       3.571808377071e+07       2.064583463524e-04       3.892252110638e-08       1.509690975590e+23       3.693511381345e+23       3.693511381345e+23       1.231162688599e+23      -5.638802125017e+26       1.419260812613e-04       7.908209197400e-02 
